"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2017년 11월 01일","59,000","57,800","59,200","57,600","1.29M","1.03%"
"2017년 10월 31일","58,400","59,200","59,200","57,800","1.03M","-1.35%"
"2017년 10월 30일","59,200","59,200","59,400","58,800","685.12K","0.51%"
"2017년 10월 29일","58,900","58,900","58,900","58,900","0.04K","0.00%"
"2017년 10월 27일","58,900","58,700","59,200","58,000","985.99K","0.17%"
"2017년 10월 26일","58,800","59,500","59,700","58,400","677.95K","-0.51%"
"2017년 10월 25일","59,100","58,200","59,400","58,100","1.10M","2.43%"
"2017년 10월 24일","57,700","57,400","58,600","56,400","982.71K","0.52%"
"2017년 10월 23일","57,400","56,900","57,400","56,500","1.22M","0.53%"
"2017년 10월 20일","57,100","57,300","57,900","56,500","573.78K","-0.35%"
"2017년 10월 19일","57,300","57,500","58,300","56,400","1.09M","0.53%"
"2017년 10월 18일","57,000","56,800","57,300","56,300","619.21K","-0.52%"
"2017년 10월 17일","57,300","57,400","58,100","56,800","578.67K","0.35%"
"2017년 10월 16일","57,100","57,900","58,500","56,900","734.78K","-1.55%"
"2017년 10월 13일","58,000","58,300","58,800","57,700","686.50K","-1.02%"
"2017년 10월 12일","58,600","57,700","59,000","57,500","1.42M","1.56%"
"2017년 10월 11일","57,700","57,900","58,400","57,200","1.13M","-0.35%"
"2017년 10월 10일","57,900","58,900","59,000","56,900","1.81M","3.21%"
"2017년 10월 09일","56,100","56,100","56,100","56,100","0.14K","0.00%"
"2017년 09월 29일","56,100","56,000","57,000","55,500","1.16M","1.26%"
"2017년 09월 28일","55,400","54,200","55,400","53,800","841.90K","2.40%"
"2017년 09월 27일","54,100","55,000","55,000","53,100","776.02K","-0.73%"
"2017년 09월 26일","54,500","54,700","54,800","52,500","1.27M","-1.62%"
"2017년 09월 25일","55,400","57,100","57,200","55,100","687.19K","-2.98%"
"2017년 09월 24일","57,100","57,100","57,100","57,100","-","0.00%"
"2017년 09월 22일","57,100","56,100","57,500","56,100","1.07M","1.96%"
"2017년 09월 21일","56,000","55,200","56,700","55,200","963.97K","0.72%"
"2017년 09월 20일","55,600","55,600","56,100","55,100","969.35K","0.00%"
"2017년 09월 19일","55,600","55,000","56,000","55,000","1.19M","1.09%"
"2017년 09월 18일","55,000","53,800","55,300","53,600","1.23M","1.85%"
"2017년 09월 15일","54,000","53,400","54,000","52,600","855.87K","0.75%"
"2017년 09월 14일","53,600","52,300","53,600","52,000","1.05M","1.52%"
"2017년 09월 13일","52,800","53,100","53,400","52,100","781.00K","-0.56%"
"2017년 09월 12일","53,100","53,100","53,500","52,800","712.91K","0.57%"
"2017년 09월 11일","52,800","52,000","53,100","51,600","1.16M","1.93%"
"2017년 09월 08일","51,800","52,100","52,200","51,200","834.80K","-0.38%"
"2017년 09월 07일","52,000","51,500","52,400","51,500","1.18M","1.76%"
"2017년 09월 06일","51,100","50,600","51,500","49,350","2.65M","0.00%"
"2017년 09월 05일","51,100","54,000","54,200","50,800","2.21M","-5.19%"
"2017년 09월 04일","53,900","53,800","54,900","53,700","772.56K","-1.82%"
"2017년 09월 01일","54,900","55,400","55,800","54,800","766.75K","-0.90%"
"2017년 08월 31일","55,400","56,200","56,300","55,000","1.20M","-2.12%"
"2017년 08월 30일","56,600","56,600","57,000","56,400","551.11K","0.35%"
"2017년 08월 29일","56,400","56,500","56,800","55,600","657.35K","-1.23%"
"2017년 08월 28일","57,100","56,600","57,100","56,100","523.31K","-0.17%"
"2017년 08월 27일","57,200","57,200","57,200","57,200","0.14K","0.00%"
"2017년 08월 25일","57,200","55,600","57,200","55,600","663.01K","2.88%"
"2017년 08월 24일","55,600","56,100","56,600","55,500","750.04K","-1.77%"
"2017년 08월 23일","56,600","56,300","56,600","56,000","644.70K","0.89%"
"2017년 08월 22일","56,100","56,000","56,500","55,700","491.45K","-0.18%"
"2017년 08월 21일","56,200","56,500","56,800","55,700","721.35K","-0.53%"
"2017년 08월 18일","56,500","56,100","57,000","56,100","448.30K","-0.88%"
"2017년 08월 17일","57,000","57,400","57,500","56,700","599.26K","-0.52%"
"2017년 08월 16일","57,300","58,400","58,500","57,000","783.79K","0.88%"
"2017년 08월 14일","56,800","56,400","57,400","56,200","798.63K","0.71%"
"2017년 08월 13일","56,400","56,400","56,400","56,400","0.06K","0.00%"
"2017년 08월 11일","56,400","57,000","57,100","55,600","1.34M","-2.76%"
"2017년 08월 10일","58,000","57,300","58,000","57,100","875.88K","0.00%"
"2017년 08월 09일","58,000","58,200","58,600","57,500","779.51K","-1.19%"
"2017년 08월 08일","58,700","58,800","59,200","58,300","513.67K","-0.51%"
"2017년 08월 07일","59,000","58,000","59,200","57,600","919.10K","2.25%"
"2017년 08월 04일","57,700","58,500","58,500","57,200","1.05M","0.70%"
"2017년 08월 03일","57,300","57,900","58,200","56,500","1.71M","-1.55%"
"2017년 08월 02일","58,200","60,300","60,300","58,000","1.39M","-2.68%"
"2017년 08월 01일","59,800","59,400","60,000","58,700","881.15K","0.67%"
"2017년 07월 31일","59,400","58,100","59,400","57,900","759.80K","1.37%"
"2017년 07월 30일","58,600","58,600","58,600","58,600","-","0.00%"
"2017년 07월 28일","58,600","59,000","59,700","58,500","801.16K","-1.84%"
"2017년 07월 27일","59,700","60,100","60,100","58,600","873.47K","-0.67%"
"2017년 07월 26일","60,100","60,300","60,300","59,500","895.49K","0.84%"
"2017년 07월 25일","59,600","60,500","60,500","59,400","656.28K","-1.00%"
"2017년 07월 24일","60,200","59,900","60,200","59,300","1.25M","0.67%"
"2017년 07월 23일","59,800","59,800","59,800","59,800","0.11K","0.00%"
"2017년 07월 21일","59,800","58,700","59,800","58,200","2.68M","4.18%"
"2017년 07월 20일","57,400","56,800","57,500","56,700","712.91K","1.41%"
"2017년 07월 19일","56,600","57,500","57,700","56,000","1.26M","-1.39%"
"2017년 07월 18일","57,400","57,100","57,500","57,000","856.26K","0.00%"
"2017년 07월 17일","57,400","57,400","57,500","56,900","701.67K","0.17%"
"2017년 07월 16일","57,300","57,300","57,300","57,300","0.20K","0.00%"
"2017년 07월 14일","57,300","56,800","57,700","56,800","1.02M","1.24%"
"2017년 07월 13일","56,600","57,100","57,300","56,500","1.10M","-1.05%"
"2017년 07월 12일","57,200","56,800","57,400","56,700","851.20K","0.35%"
"2017년 07월 11일","57,000","57,500","57,500","57,000","1.02M","-0.70%"
"2017년 07월 10일","57,400","57,000","57,700","56,900","1.14M","1.23%"
"2017년 07월 07일","56,700","56,800","57,500","56,500","1.51M","-2.41%"
"2017년 07월 06일","58,100","57,300","58,300","57,300","748.60K","1.40%"
"2017년 07월 05일","57,300","57,700","57,800","57,000","812.26K","-0.87%"
"2017년 07월 04일","57,800","58,200","58,700","57,500","840.71K","0.00%"
"2017년 07월 03일","57,800","58,100","58,100","57,100","635.08K","0.17%"
"2017년 06월 30일","57,700","57,800","58,100","57,400","895.08K","-0.17%"
"2017년 06월 29일","57,800","56,700","58,600","56,600","1.20M","2.66%"
"2017년 06월 28일","56,300","55,600","56,400","55,100","1.13M","2.55%"
"2017년 06월 27일","54,900","55,000","55,700","54,800","702.28K","0.00%"
"2017년 06월 26일","54,900","55,000","55,500","54,500","482.95K","-0.54%"
"2017년 06월 23일","55,200","55,200","55,900","55,100","901.76K","0.36%"
"2017년 06월 22일","55,000","54,000","55,000","53,800","766.79K","1.48%"
"2017년 06월 21일","54,200","55,400","55,400","53,700","1.26M","-2.17%"
"2017년 06월 20일","55,400","55,100","55,900","55,000","628.44K","-0.36%"
"2017년 06월 19일","55,600","55,000","55,800","55,000","570.03K","0.18%"
"2017년 06월 18일","55,500","55,500","55,500","55,500","0.24K","0.00%"
"2017년 06월 16일","55,500","54,900","55,500","54,400","837.93K","1.09%"
"2017년 06월 15일","54,900","55,200","55,900","54,200","714.42K","-1.44%"
"2017년 06월 14일","55,700","55,600","56,400","55,200","979.10K","0.18%"
"2017년 06월 13일","55,600","56,500","56,700","55,200","562.11K","-1.24%"
"2017년 06월 12일","56,300","56,500","56,900","55,800","870.46K","0.72%"
"2017년 06월 11일","55,900","55,900","55,900","55,900","0.32K","0.00%"
"2017년 06월 09일","55,900","55,200","56,200","55,000","1.16M","0.36%"
"2017년 06월 08일","55,700","55,500","55,800","55,000","2.16M","0.54%"
"2017년 06월 07일","55,400","55,000","55,400","54,600","1.22M","0.73%"
"2017년 06월 06일","55,000","55,000","55,000","55,000","0.02K","0.00%"
"2017년 06월 05일","55,000","54,500","55,200","53,900","1.72M","2.04%"
"2017년 06월 04일","53,900","53,900","53,900","53,900","0.01K","0.00%"
"2017년 06월 02일","53,900","52,900","54,000","52,800","1.06M","2.47%"
"2017년 06월 01일","52,600","52,900","53,200","52,400","927.38K","-1.87%"
"2017년 05월 31일","53,600","53,400","53,600","52,800","1.60M","-0.19%"
"2017년 05월 30일","53,700","53,500","54,100","53,300","664.05K","-0.56%"
"2017년 05월 29일","54,000","54,600","54,600","53,500","925.68K","-0.92%"
"2017년 05월 28일","54,500","54,500","54,500","54,500","0.22K","0.00%"
"2017년 05월 26일","54,500","54,000","54,500","54,000","1.26M","1.30%"
"2017년 05월 25일","53,800","53,500","53,900","53,100","806.19K","1.13%"
"2017년 05월 24일","53,200","54,200","54,300","53,000","733.15K","-1.30%"
"2017년 05월 23일","53,900","54,000","54,500","53,600","1.48M","1.89%"
"2017년 05월 22일","52,900","53,400","53,400","52,500","995.25K","0.00%"
"2017년 05월 21일","52,900","52,900","52,900","52,900","-","0.00%"
"2017년 05월 19일","52,900","52,600","53,400","52,400","901.07K","0.00%"
"2017년 05월 18일","52,900","52,100","53,200","52,000","1.16M","-0.94%"
"2017년 05월 17일","53,400","54,200","54,300","52,500","840.82K","-1.11%"
"2017년 05월 16일","54,000","54,300","54,700","53,600","643.82K","0.00%"
"2017년 05월 15일","54,000","53,400","54,000","53,000","623.98K","2.08%"
"2017년 05월 14일","52,900","52,900","52,900","52,900","0.00K","0.00%"
"2017년 05월 12일","52,900","54,000","54,100","52,800","837.06K","-1.86%"
"2017년 05월 11일","53,900","53,900","54,000","53,100","1.53M","1.70%"
"2017년 05월 10일","53,000","54,400","54,900","52,900","2.12M","-0.93%"
"2017년 05월 09일","53,500","53,500","53,500","53,500","0.13K","0.00%"
"2017년 05월 08일","53,500","53,000","53,500","51,600","1.96M","3.08%"
"2017년 05월 07일","51,900","51,900","51,900","51,900","-","0.00%"
"2017년 05월 04일","51,900","51,200","52,300","51,200","1.02M","1.17%"
"2017년 05월 03일","51,300","51,300","51,300","51,300","-","0.00%"
"2017년 05월 02일","51,300","50,500","51,600","50,200","1.07M","2.40%"
"2017년 04월 28일","50,100","48,500","50,400","48,500","1.01M","-1.96%"
"2017년 04월 27일","51,100","51,100","52,000","50,100","757.00K","-0.58%"
"2017년 04월 26일","51,400","52,000","52,100","51,300","766.46K","-1.15%"
"2017년 04월 25일","52,000","50,900","52,000","50,800","1.34M","1.56%"
"2017년 04월 24일","51,200","50,600","51,400","50,100","823.93K","1.19%"
"2017년 04월 23일","50,600","50,600","50,600","50,600","0.00K","0.00%"
"2017년 04월 21일","50,600","50,500","51,500","50,200","1.29M","1.20%"
"2017년 04월 20일","50,000","49,300","50,500","49,300","877.10K","-0.20%"
"2017년 04월 19일","50,100","49,450","50,400","49,200","969.54K","0.50%"
"2017년 04월 18일","49,850","50,400","50,500","49,800","740.92K","-1.09%"
"2017년 04월 17일","50,400","50,000","51,000","49,900","2.18M","4.46%"
"2017년 04월 16일","48,250","48,250","48,250","48,250","-","0.00%"
"2017년 04월 14일","48,250","48,100","48,300","47,800","372.43K","-0.62%"
"2017년 04월 13일","48,550","47,200","48,550","46,650","1.07M","3.30%"
"2017년 04월 12일","47,000","47,200","47,550","46,700","1.30M","-0.84%"
"2017년 04월 11일","47,400","47,150","47,550","47,050","982.49K","-0.21%"
"2017년 04월 10일","47,500","47,650","48,200","47,300","801.27K","-2.26%"
"2017년 04월 09일","48,600","48,600","48,600","48,600","-","0.00%"
"2017년 04월 07일","48,600","48,850","49,200","47,700","982.64K","-0.21%"
"2017년 04월 06일","48,700","48,750","48,950","48,300","1.02M","-0.61%"
"2017년 04월 05일","49,000","48,950","49,350","48,450","1.26M","0.72%"
"2017년 04월 04일","48,650","48,700","49,100","48,350","648.62K","-1.12%"
"2017년 04월 03일","49,200","48,900","49,300","48,850","535.88K","0.41%"
"2017년 03월 31일","49,000","49,400","49,800","48,700","1.16M","-0.71%"
"2017년 03월 30일","49,350","50,200","50,200","49,100","720.32K","-1.10%"
"2017년 03월 29일","49,900","50,600","50,700","49,250","969.52K","1.01%"
"2017년 03월 28일","49,400","49,450","49,450","48,400","773.68K","0.41%"
"2017년 03월 27일","49,200","50,000","50,100","48,700","1.40M","-1.99%"
"2017년 03월 26일","50,200","50,200","50,200","50,200","0.18K","0.00%"
"2017년 03월 24일","50,200","50,800","51,500","49,900","788.56K","-0.20%"
"2017년 03월 23일","50,300","49,700","51,100","49,650","1.30M","1.21%"
"2017년 03월 22일","49,700","50,200","50,400","49,500","2.08M","-1.78%"
"2017년 03월 21일","50,600","51,400","51,400","49,700","1.27M","-0.59%"
"2017년 03월 20일","50,900","51,200","51,500","50,600","1.60M","-1.93%"
"2017년 03월 19일","51,900","51,900","51,900","51,900","0.05K","0.00%"
"2017년 03월 17일","51,900","51,200","51,900","51,000","976.32K","0.39%"
"2017년 03월 16일","51,700","51,000","51,700","50,500","1.46M","0.58%"
"2017년 03월 15일","51,400","51,600","51,700","50,300","989.87K","-0.39%"
"2017년 03월 14일","51,600","51,200","51,800","50,800","1.88M","1.78%"
"2017년 03월 13일","50,700","49,800","50,800","49,550","1.87M","3.47%"
"2017년 03월 12일","49,000","49,000","49,000","49,000","-","0.00%"
"2017년 03월 10일","49,000","48,700","49,300","48,150","810.88K","0.00%"
"2017년 03월 09일","49,000","48,950","49,300","48,400","1.08M","0.20%"
"2017년 03월 08일","48,900","48,000","49,000","47,800","959.12K","1.98%"
"2017년 03월 07일","47,950","47,300","48,200","47,300","672.63K","0.95%"
"2017년 03월 06일","47,500","47,400","47,850","47,200","1.22M","0.21%"
"2017년 03월 03일","47,400","47,750","48,500","47,150","1.05M","-1.35%"
"2017년 03월 02일","48,050","48,850","48,850","47,850","1.78M","2.45%"
"2017년 02월 28일","46,900","46,300","47,150","46,100","1.12M","2.29%"
"2017년 02월 27일","45,850","47,750","48,100","45,800","1.06M","-3.88%"
"2017년 02월 26일","47,700","47,700","47,700","47,700","-","0.00%"
"2017년 02월 24일","47,700","48,000","48,500","47,550","1.12M","0.10%"
"2017년 02월 23일","47,650","46,750","47,750","46,750","843.42K","0.95%"
"2017년 02월 22일","47,200","47,600","47,700","47,200","592.60K","-0.74%"
"2017년 02월 21일","47,550","47,500","47,700","46,900","758.52K","0.42%"
"2017년 02월 20일","47,350","46,800","47,350","46,800","669.90K","0.11%"
"2017년 02월 17일","47,300","47,100","47,800","47,100","732.56K","0.75%"
"2017년 02월 16일","46,950","47,400","47,400","46,550","867.36K","0.00%"
"2017년 02월 15일","46,950","48,000","48,150","46,950","868.13K","-2.19%"
"2017년 02월 14일","48,000","48,100","48,200","47,650","793.76K","0.10%"
"2017년 02월 13일","47,950","48,350","48,350","47,250","852.08K","0.31%"
"2017년 02월 10일","47,800","47,800","48,100","47,600","1.13M","0.42%"
"2017년 02월 09일","47,600","46,900","47,950","46,900","738.98K","0.74%"
"2017년 02월 08일","47,250","47,500","48,200","46,750","1.06M","-1.46%"
"2017년 02월 07일","47,950","48,300","48,300","47,450","700.29K","0.10%"
"2017년 02월 06일","47,900","48,500","48,650","47,850","795.44K","0.74%"
"2017년 02월 05일","47,550","47,550","47,550","47,550","-","0.00%"
"2017년 02월 03일","47,550","47,250","48,200","47,100","750.85K","0.42%"
"2017년 02월 02일","47,350","47,600","47,800","46,700","1.10M","-0.94%"
"2017년 02월 01일","47,800","47,500","48,050","47,000","926.78K","1.70%"
"2017년 01월 31일","47,000","47,250","48,350","47,000","1.30M","-0.42%"
"2017년 01월 30일","47,200","47,200","47,200","47,200","0.01K","0.00%"
"2017년 01월 26일","47,200","46,000","47,400","45,900","976.61K","1.94%"
"2017년 01월 25일","46,300","45,350","46,500","45,200","1.30M","2.66%"
"2017년 01월 24일","45,100","45,000","45,300","44,600","757.85K","0.78%"
"2017년 01월 23일","44,750","45,450","45,800","44,750","788.51K","-1.43%"
"2017년 01월 22일","45,400","45,400","45,400","45,400","0.10K","0.00%"
"2017년 01월 20일","45,400","45,300","45,850","45,300","471.93K","-0.33%"
"2017년 01월 19일","45,550","45,400","46,200","45,400","467.43K","-0.55%"
"2017년 01월 18일","45,800","45,400","46,000","45,100","611.83K","-0.11%"
"2017년 01월 17일","45,850","45,300","46,100","45,100","1.22M","1.55%"
"2017년 01월 16일","45,150","44,100","45,250","43,950","1.44M","2.96%"
"2017년 01월 13일","43,850","43,500","44,300","43,400","858.38K","-0.57%"
"2017년 01월 12일","44,100","43,600","44,100","43,350","1.01M","1.73%"
"2017년 01월 11일","43,350","42,700","43,700","42,700","912.06K","0.23%"
"2017년 01월 10일","43,250","43,000","43,400","42,650","1.04M","2.00%"
"2017년 01월 09일","42,400","42,650","42,700","42,150","784.12K","-0.59%"
"2017년 01월 06일","42,650","43,000","43,000","42,300","710.09K","-0.35%"
"2017년 01월 05일","42,800","44,200","44,200","42,550","1.07M","-3.06%"
"2017년 01월 04일","44,150","43,900","44,400","43,450","831.24K","1.03%"
"2017년 01월 03일","43,700","42,600","43,750","42,000","956.29K","2.58%"
"2017년 01월 02일","42,600","42,800","43,050","42,250","344.80K","-0.47%"
"2016년 12월 29일","42,800","43,400","43,450","42,450","946.76K","-1.15%"
"2016년 12월 28일","43,300","42,500","43,500","42,400","750.31K","-0.23%"
"2016년 12월 27일","43,400","43,500","43,750","43,300","413.33K","-0.46%"
